truthcommissionID,country,ccode_cow,officialName,officialName_en,officialName_en_fr,tcType,legalBasis,branchCreated,domesticInitiatePerson,internationalBody,yearPassed,dayMonthPassed,tclawOnline,status,yearBeginOperation,democraticTransitionBeforeTC,fitsPostAutocraticTJ,intraConflictBeforeTC,fitsConflictTJ,ucdpConflictID,ucdpDyadID,beganOperatingDuringIntraConfl,beganOperatingAfterIntraConfl,tcAims,subnationalAuthorization,subnationalOperation,consultedVictims,consultedGroups,mandateTimePeriodCovered,timePeriod,idiosyncratic,disappearance,death,torture,SGBV,forcedDisplacement,corruption,crimeSpecificGroups,crimesOther,victimCount,formallyIndependent,commissioners,commissionerCount,commissionersHowChosen,commissionersVictimGroups,staff,staffMemberCount,primaryFunding,estimatedCost,investigateStateMembers,compelTestimony,penalizeIndividuals,namePerpetrators,accessOfficialDocuments,supportProsecutions,allocateReparations,recommendInstitutionalReforms,grantAmnesty,testimonies,casesTestimoniesCount,testimoniesAvailablePublic,heldPublicHearings,encourageVictimTestimony,encourageVictimTestimonyHow,perpetratorTestimony,perpetratorPubliclyNamedTestimony,perpetratorsWho,perpetratorReceived,yearCompleteOperation,finalReportIssued,reportPublisher,reportPubliclyAvailable,pdf_file,reportEstablishResponsibility,perpetratorNamesPublished,reportHighlightVictimGroups,finalReportRecommendations,recommendProsecutions,recommendProsecutionsWho,recommendReparations,reparationsType,reportRecommendInstitutionalReform,SecuritySectorReforms,SSRType,vetting,vettingType,legalReform,legalType,judicialReforms,judicialReformsType,humanRightsReforms,humanRightsReformType,corruptionReforms,corruptionReformsType,genderReform,genderReformType,finalRecommendations,mandatePeriodicMonitoringImplementation,tjet_version
122,Central African Republic,482,Commission Verité et Réconciliation (Truth and Reconciliation Commission),Truth and Reconciliation Commission,Commission vérité et réconciliation,domestic,domestic law,executive,Francious Bozizé,,2003,2003-09-15,<http://dialogue.national.free.fr/dn_commissions_v%E9rit%E9_orga.htm>,completed,2003,1,1,1,1,416,873; 874,0,1,reconciliation; dialogue; historical truth; institutional reform,no,yes,0,,Yes,1960-2003,0,1,1,1,0,1,1,1,1,,not independent,Yes,6,"Appointed by President Bozizé according to their “Good character, good leadership, integrity and competence.”",No,Yes,40,foreign donor,330000,1,0,0,0,0,0,0,1,0,Yes,8,No,Unknown,No,,Yes,,former state agents; current opposition; former opposition; current state agents; foreign actors,No,2003,Yes,"The CVR submitted its report to the National Reconciliation Forum, where it also presented it to the public. The National Reconciliation Forum also published an online version of the report on its website, at http://dialogue.national.free.fr/dn_commissions_v%E9rit%E9.htm.",Yes,0,Yes,Yes,No,Yes,1,Investigate Boganda’s death and prosecute those found criminally responsible,1,collective,1,1,democratic accountability / civilian control; training / capacity; structural reforms,0,,1,general recommendation; pass constitutional amendments; other,1,change judge codes of conduct; change rules for judicial appointment,1,general recommendation; establish independent human rights bodies; ratify human rights treaties; changes to legal identity; protect rights defenders / freedom of expression,1,limited anti-corruption efforts,1,address gender discrimination,"Education reforms: introducing history of conflict in curriculum: teach civic education including the rights, freedoms, and responsibilities of citizens; promote political education the last 3 Presidents (Patassé, Kolingba, and Dacko) should publicly apologize; observe moderation in political statements; negotiate the rescheduling of public debt; broaden the tax base; reduce taxes (to disincentivize evasion); promote the private sector; encourage and supervise the informal sector; in general, contribute more to the social safety net, whether through pensions, clear salary terms, family allowances, health, or scholarships; “revalorize the medical profession to remedy brain drain”; modernize hospitals; public awareness campaign on AIDS; secure the boarders and deport irregulars; in general, pursue national diplomacy and abandon personal diplomacy",No,2025-12-16
123,Central African Republic,482,"Commission Verité, Justice, Réparation, et Réconciliation (Truth, Justice, Reparation, and Reconciliation Commission)","Truth, Justice, Reparation, and Reconciliation Commission","Commission vérité, justice, réparation et réconciliation",domestic,domestic law,legislative act,Passed by Parliament and signed into law by President Faustin Archange Touadéra,,2019,2019-02-06,<https://cps-rca.cf/documentation.php?idcategorie=14>,ongoing,2021,1,1,1,1,416,847; 875; 876; 12380; 15593,1,0,addressing corruption; reconciliation; memorialization; dialogue; responsibility; historical truth; reparation; recognition of victims; institutional reform; non-recurrence; truth for victims,no,no,1,ethnic minorities,Yes,"March 29, 1959 to December 31, 2019",0,1,1,1,1,1,0,1,0,,partially independent,Yes,11,"Law No. 20.009 states that they “are personalities recognized for their notoriety, their commitment to peace, their moral integrity and ability to transcend divisions of all kinds. They must have experience in the fields of human rights protection, conflict resolution, history and anthropology, gender issues, and child protection, or a related field.” The commissioners are nominated by a selection committee, composed of 7 people, one from parliament, one from the executive, three from civil society, and two international observers from the UN and AU. The selection committee produces a short list of nominees for the President, who then appoints the commissioners via presidential decree.",Yes,Yes,,state government; foreign donor,1500000,1,1,0,0,1,0,0,1,0,Yes,,No,Yes,Yes,offered witness protection,Yes,Yes,former state agents; current opposition; former opposition; current state agents; foreign actors,Yes,,No,,,0,,,,Unknown,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
124,Chad,483,"Commission d'Enquête du Ministère Chadien de la Justice sur les Crimes du Régime de Hissène Habré (The Commission of Inquiry into the Crimes and Misappropriations Committed by Ex-President Habré, His Accomplices and/or Accessories)","The Commission of Inquiry into the Crimes and Misappropriations Committed by Ex-President Habré, His Accomplices and/or Accessories","La Commission d'enquête sur les crimes et détournements commis par l'ex-président Habré, ses complices et/ou accessoires",domestic,domestic law,executive,President Idriss Deby,,1990,1990-12-29,<https://www.usip.org/sites/default/files/file/resources/collections/commissions/Chad-Charter.pdf>,completed,1991,0,0,1,1,288,609,0,1,addressing corruption; memorialization; historical truth,no,no,0,,Yes,1982-1990,0,1,1,1,0,1,1,0,1,54000,fully independent,Yes,12,By merit.,No,No,,state government,4800000,1,1,0,0,1,0,0,0,0,Yes,1726,No,No,Yes,conducted outreach,Yes,Yes,former state agents; current state agents,No,1992,Yes,"The COI itself, available online via USIP",Yes,1,Yes,Yes,Yes,Yes,1,"""the authors of this horrible genocide,” including Habré himself and DDS officers",0,,1,1,democratic accountability / civilian control; training / capacity; detainee treatment / prison conditions,0,,1,general recommendation; comply with human rights law; pass constitutional amendments,1,general recommendation; respect due process,1,establish independent human rights bodies,0,,0,,"Memorialization efforts, including converting the DDS headquarters and prison into a museum and erection of a monument to the victims; remove from office all DDS officers and former Habré cabinet ministers who have been reemployed by the state.",No,2025-12-16
126,Chile,155,"Comisión Nacional de Verdad y Reconciliación o sea la Comisión Rettig (National Truth and Reconciliation Commission, also the Rettig Commission)","National Truth and Reconciliation Commission, also the Rettig Commission","Commission nationale pour la vérité et la réconciliation, également appelée commission Rettig",domestic,domestic law,executive,President Patricio Aylwin,,1990,1990-04-25,<https://www.usip.org/sites/default/files/file/resources/collections/commissions/Chile90-Charter.pdf>,completed,1990,1,1,1,0,,,0,0,prevention of human rights violations; reconciliation; historical truth; institutional reform; coexistence; non-recurrence,no,no,0,,Yes,"September 11, 1973 and March 11, 1990",0,1,1,1,0,0,0,0,0,3428,fully independent,Yes,8,By merit; the commissioners are described in Decree No. 355 as “highly respected people with moral authority” and many had previous legal experience.,No,Yes,60,state government,,1,0,0,0,0,1,0,1,0,Yes,,No,No,Yes,conducted outreach; offered witness protection,Yes,No,current state agents,No,1991,Yes,"The TRC itself, then the State Department and Ministry of Justice, then a daily newspaper",Yes,1,Yes,No,Yes,Yes,0,,1,collective,1,1,democratic accountability / civilian control; training / capacity; discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,change to criminal code; comply with human rights law; other,1,general recommendation; establish special courts; respect due process; more legal training; change judge codes of conduct; change rules for judicial appointment,1,establish independent human rights bodies; ratify human rights treaties; other,0,,0,,eliminate symbols that are “divisive for Chileans”,No,2025-12-16
125,Chile,155,Comisión de la Verdad Histórica y Nuevo Trato con los Pueblos Indígenas (Historical Truth and New Deal Commission),Historical Truth and New Deal Commission,Commission pour la vérité historique et le New Deal,domestic,domestic law,executive,President Ricardo Lagos,,2001,2001-07-18,<https://bibliotecadigital.indh.cl/bitstream/handle/123456789/268/nuevo-trato-indigena.pdf?sequence=1&isAllowed=y>,completed,2001,1,0,1,0,,,0,0,dialogue; historical truth; recognition of victims; institutional reform; coexistence; truth for victims,no,yes,0,,No,,0,1,1,1,0,1,0,1,1,,fully independent,Yes,25,"Named in Supreme Decree No. 19, i.e. appointed by President Lagos",Yes,Yes,250,state government,,1,0,0,0,1,0,0,1,0,No,,No,No,No,,No,,former state agents; current state agents; foreign actors,,2003,Yes,"The Commission itself published its report, which was reproduced by media outlets and other organizations.",Yes,1,Yes,No,Yes,Yes,0,,1,collective,1,0,,0,,1,pass constitutional amendments; other,0,,1,establish independent human rights bodies; ratify human rights treaties; changes to legal identity,0,,0,,"environmental protections, especially those related to the economic and cultural development of the Indigenous Peoples; damage compensation should territory or environment be damaged; impact-benefit agreements for private investment; minimum standards for investors in respect for environmental, social, and economic rights of Indigenous Peoples; a research entity that promotes and publishes Indigenous history and current reality; the Institute for Investigation and Promotion of Indigenous Peoples for education and methodology to improve the relevance, efficiency, and effectiveness of policies aimed at Indigenous Peoples; public officials Indigenous sensitization training; a special census to identify the direct descendants of the Kawésqar and Yagán Peoples, who are nearing extinction, and enables those members to reconnect with their ancestry and access initiatives for the survival of their culture",No,2025-12-16
127,Chile,155,"Comisión Nacional Sobre Prisón Politica y Tortura, o sea la ""Valech Commission"" (National Commission on Political Imprisonment and Torture, also the Valech Commission)","National Commission on Political Imprisonment and Torture, also the Valech Commission","Commission nationale sur l'emprisonnement politique et la torture, également appelée Commission Valech",domestic,domestic law,executive,President Ricardo Lagos,,2003,2003-09-26,<https://www.usip.org/publications/2003/09/commission-inquiry-chile-03>,completed,2003,1,1,1,0,,,0,0,historical truth; reparation; truth for victims,no,yes,0,,Yes,"September 11, 1971 to March 10, 1990",0,1,1,1,1,1,0,0,1,28459,fully independent,Yes,8,"Supreme Decree No. 1040 mentions that the commissioners are “people of recognized prestige and moral authority in the country,” and they are not doubt meritorious, but they also were chosen from a pool of lawyers and politicians who supported or were members of Ricardo Lagos’ Social Democrats Party.",No,Yes,,state government,,1,0,0,0,1,0,0,1,0,Yes,35868,No,No,Yes,conducted outreach; offered witness protection,No,,former state agents; current state agents,,2006,Yes,Ministry of Interior,Yes,1,Yes,Yes,Yes,Yes,0,,1,collective; individual,1,1,training / capacity; detainee treatment / prison conditions,0,,1,change to criminal code; other,1,respect due process; change judge codes of conduct,1,establish independent human rights bodies; ratify human rights treaties; changes to legal identity,0,,0,,"pass legislation improving the access to healthcare (including mental health services) for victims; pass legislation providing scholarships and an alternative equivalent to a high school or university diploma for those students who were in the process of those degrees when arrested; pass legislation providing housing to those victims who are without or are struggling to maintain housing; public acknowledgement of responsibility by state institutions, including the military; memorialization efforts including the designation of torture centers as museums, the creation of a national human rights holiday, creation of a permanent research, editorial, and art fund for the promulgation of truth",No,2025-12-16
128,Chile,155,"Comisión Asesora para la calificación de Detenidos Desaparecidos, Ejecutados Políticos y Víctimas de Prisión Política y Tortura, en común referido como la Comisión Valech II (Commission for the Qualification of Disappeared Detainees, Political Executions, and Victims of Political Imprisonment and Torture, commonly referred to as the Valech II","Commission for the Qualification of Disappeared Detainees, Political Executions, and Victims of Political Imprisonment and Torture, commonly referred to as the Valech II","Commission pour la qualification des détenus disparus, des exécutés politiques et des victimes de l'emprisonnement politique et de la torture, communément appelée Valech II",domestic,domestic law,legislative act,President Michelle Bachelet,,2009,2009-12-10,<https://www.bcn.cl/leychile/navegar?idNorma=1008867&idVersion=2019-10-26&idParte=8813353>,completed,2010,1,1,1,0,,,0,0,historical truth; reparation; truth for victims,no,yes,0,,Yes,"September 11, 1971 to March 10, 1990",0,1,1,1,1,1,0,0,1,38284,fully independent,Yes,8,"The Valech II commissioners were chosen by their previous positions as commissioners in the first Valech commission. The success of the first Valech Commission meant that these commissioners already possessed the organizational skill and specific knowledge of the Commission’s mandate, powers, and mission in order to achieve success again.",No,Yes,65,state government,3603371,1,0,0,0,1,0,0,0,0,Yes,32677,No,No,Yes,conducted outreach; offered witness protection,No,,former state agents; current state agents,,2011,Yes,"The Commission printed 5,000 copies on its own. Subsequent publishing was conducted by the INDH and multiple newspapers",Yes,1,Yes,No,Yes,No,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,Yes,2025-12-16
129,Colombia,100,"Commission for Truth-Seeking, Coexistence and Non-Recurrence (Comisión para el Esclarecimiento de la Verdad, la Convivencia y la No Repetición)","Commission for Truth-Seeking, Coexistence and Non-Recurrence","Commission pour la recherche de la vérité, la coexistence et la non-récurrence",domestic,domestic law,judicial; executive; legislative act,Colombian Peace Delegation Farc-EP Official caucus at Congress Magistrates of the Constitutional Court Special envoys for the 5th point of Agreement,,2017,2017-04-04,<http://es.presidencia.gov.co/normativa/normativa/DECRETO%20588%20DEL%2005%20DE%20ABRIL%20DE%202017.pdf>,completed,2018,0,0,1,1,289,623,0,1,prevention of human rights violations; reconciliation; dialogue; responsibility; apology; historical truth; recognition of victims; institutional reform; coexistence; non-recurrence; truth for victims,no,yes,1,ethnic minorities; indigenous groups; women / feminist groups,Yes,1958-2016,0,1,1,1,1,1,0,1,1,9000000,partially independent,Yes,11,"An independent Committee was agreed in the Peace Agreement between the Colombian Government and FARC-EP rebels. This Committee had 5 members (2 Colombians and 3 foreigners) representing Universities, the Supreme Court of Justice, the Secretary-General of the UN, The European Tribunal of Human Rights, and the ICTJ. During its mandate, two Commissioners died, and the election mechanism took place within the plenary of Commissioners from a transparent list of people that self-nominated.",Yes,Yes,526,state government; foreign donor,114000000,1,0,0,0,1,0,0,1,0,Yes,14137,No,Yes,Yes,conducted outreach; offered witness protection,Yes,No,former state agents; current opposition; former opposition; current state agents; foreign actors; corporations,Yes,2022,Yes,Colombian Truth Comission,Yes,1,Yes,Yes,Yes,Yes,1,"- Civilians (Third Party Actors) - State Agents, including those judged by the Congress",1,general recommendation; collective; individual,1,1,general recommendation; democratic accountability / civilian control; training / capacity; structural reforms; discipline / changed codes of conduct; other,1,limited vetting,1,change to criminal code; comply with human rights law,1,general recommendation; establish special courts; more legal aid; change rules for judicial appointment,1,establish independent human rights bodies; changes to legal identity; protect rights defenders / freedom of expression; address minority rights violations,1,other,1,address gender discrimination; other; LGBTQ protection,,Yes,2025-12-16
130,Cote d'Ivoire,437,Le Comité de Médiation pour la Réconciliation Nationale (Mediation Committee for National Reconciliation),Mediation Committee for National Reconciliation,Comité de médiation pour la réconciliation nationale,domestic,domestic law,executive,Laurent Gbagbo,,2000,2000-11-20,<https://www.juriafrica.com/lex/decret-2000-818-20-novembre-2000-33623.htm>,completed,2000,0,0,0,0,,,0,0,reconciliation; dialogue; historical truth; accountability; coexistence,no,no,0,,Yes,24 December 1999 - present,0,0,1,0,0,0,0,1,1,,partially independent,Yes,28,"According to the Decree No. 2000-818, the commissioners were appointed by the Chair, Ombudsman Ekra, who is referred to as the “Grand Mediator”. Ekra himself was appointed by Gbagbo.",Yes,Yes,,state government,,0,0,0,0,0,0,0,1,0,Yes,,No,Unknown,Yes,conducted outreach,Yes,Yes,former state agents; current opposition; current state agents,No,2002,No,,No,0,,,,Unknown,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
131,Cote d'Ivoire,437,"Commission Dialogue, Verité, et Réconciliation, (Commission on Dialogue, Truth, and Reconciliation)","Commission on Dialogue, Truth, and Reconciliation","Commission pour le dialogue, la vérité et la réconciliation",domestic,domestic law,executive,https://www.gouv.ci/doc/presse/1477497207RAPPORT%20FINAL_CDVR.pdf,,2011,2011-05-31,,completed,2011,0,0,1,1,419,879; 880; 881; 882,0,1,prevention of human rights violations; reconciliation; historical truth; reparation; recognition of victims; institutional reform; non-recurrence; truth for victims,no,yes,0,,No,,0,0,1,1,1,1,0,1,0,72574,not independent,Yes,11,"Appointed by President Ouattara, the commissioners exhibit “competence, legitimacy, and trust,” and are “representative of Ivoirian society” according to the final report.",Yes,Yes,388,state government; domestic donor; foreign donor,13000000000,1,0,0,0,0,0,0,0,0,Yes,72483,No,Yes,Yes,conducted outreach; offered witness protection,Yes,No,former state agents; current opposition; former opposition; current state agents,No,2014,Yes,The Government of Côte d’Ivoire issued it in a press release. Media then published it.,Yes,1,No,No,No,Yes,0,,1,collective; individual,1,1,general recommendation,0,,1,other,1,general recommendation; change judge codes of conduct,1,establish independent human rights bodies; ratify human rights treaties; address minority rights violations,0,,1,address gender discrimination; other; address sexual violence,"Memorialization - commemorative annual ceremonies for deceased and declarations of victims' dignities. Education reform. recommendations relating to land politics, such as the management of “land pressure linked to the migratory phenomenon,” the inclusion of tribal chiefs in land management, the establishment of regional and adapted agro-systems, and fighting against environmental degradation through reforestation, coastal protection, etc.; recommendations relating to poverty, including the reduction of inequality through regional development initiatives, payment of domestic debt, price controls, easier access to credit, diversification of domestic production, renters’ rights, and universal health care; recommendations relating to the media, including the involvement of the media in civic and moral education, strengthening the regulation of media, the creation of prizes for those journalists involved in communication for social cohesion, and encouraging the participation of civil society in the media",No,2025-12-16
132,Democratic Republic of the Congo,490,Commission Verité et Réconciliation (Truth and Reconciliation Commission),Truth and Reconciliation Commission,Commission vérité et réconciliation,domestic,peace agreement,,,,2002,2002-12-17,<https://peacemaker.un.org/sites/peacemaker.un.org/files/CD_021216_Global%20and%20Inclusive%20Agreement%20on%20Transition%20in%20DRC.pdf>,completed,2003,0,0,1,1,283,584; 585; 586,0,1,prevention of human rights violations; reconciliation; dialogue; responsibility; historical truth; accountability; reparation; coexistence; truth for victims,no,yes,0,,Yes,"1960-“end of transition period,” which remains undefined but was understood as the 2006 elections",0,1,1,1,1,0,0,1,0,3500000,don't know,Yes,21,"? Organic Law No. 04/018 specifies the qualifications for the Commissioners, notably that they are well-educated, have some sort of background in the “principles of truth and reconciliation,” do not hold any position of responsibility in a political party, can produce a “clean criminal record, a certificate of good conduct and morals, as well as a certificate of nationality,” and have never themselves been involved in crimes or violations of human rights. Further, if they meet these qualifications (and more), they must be ratified by parliament and take an oath of honor and impartiality. The 8 members of the “Bureau” were each representatives of the parties of the Inter-Congolese Dialogue, while the remaining 13 commissioners were representatives of victims groups, “from religious denominations, scholarly associations, women's associations and other associations.” The Law No. 04/018 stipulated that these representatives were elected transparently and directly by the provinces. This direct election did not occur. Ultimately, the 13 remaining commissioners were appointed by the 8 Bureau commissioners.",Yes,Yes,,state government,,1,0,0,0,1,1,0,1,0,Yes,,No,No,Yes,conducted outreach; offered witness protection,No,,former state agents; current opposition; former opposition; current state agents; foreign actors,,2007,Yes,"According to Law No. 04/018, the Official Journal of the Democratic Republic of Congo.",No,0,,,,Yes,0,,0,,1,0,,0,,1,general recommendation,0,,1,general recommendation; address minority rights violations,0,,0,,"additional financial support from the international community for a future transitional justice mechanism (i.e. another TRC), “respect” for election results by the parties, population, and media, (unspecified ) inter-militant reconciliation, dialogue between parties and communities for peace",Yes,2025-12-16
133,Ecuador,130,Comisión de Verdad y Justicia (Truth and Justice Commission),Truth and Justice Commission,Commission vérité et justice,hybrid,domestic law,executive,President Abdalá Bucaram,,1996,1996-09-17,,completed,1996,1,1,0,0,,,0,0,responsibility; historical truth; accountability; reparation; recognition of victims; truth for victims,no,no,0,,Yes,between 1979 and 1996,0,1,1,1,1,1,0,0,0,300,partially independent,Yes,7,"The Minister was appointed by President Bucaram, others appointed through a consultative process with national and international human rights organizations",Yes,Unknown,,state government,,1,0,0,0,0,1,1,0,0,,,,,,,,,former state agents; current state agents,,1997,No,,No,1,,,,No,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
134,Ecuador,130,Comisión de la Verdad para Impedir la Impunidad (Truth Commission to Impede Impunity),Truth Commission to Impede Impunity,Une commission de vérité pour lutter contre l'impunité,domestic,domestic law,executive,President Rafael Correa,,2007,2007-05-03,https://www.usip.org/sites/default/files/ROL/Mandato%20de%20Ecuador.pdf,completed,2007,1,0,0,0,,,0,0,prevention of human rights violations; memorialization; responsibility; historical truth; reparation; recognition of victims; truth for victims,yes,no,0,,Yes,1984-88 and “other periods”,0,1,1,1,1,1,0,0,0,456,fully independent,Yes,4,"According to Ministerial Accord No. 305, the commissioners have “recognized competence in the field of human rights and [are] of irreproachable moral character.”",Yes,Yes,63,state government,1000000,1,0,0,0,1,1,1,1,0,Yes,600,Yes,Yes,Yes,conducted outreach; offered witness protection,No,,former state agents; current state agents,,2009,Yes,"The CVII published its own report and presented it at an attended by over a thousand people, including 300 victims or children of victims. It was also published to the CVII’s website.",Yes,1,Yes,Yes,Yes,Yes,1,Those perpetrators listed as responsible in the report,1,collective; individual,1,1,democratic accountability / civilian control; training / capacity; detainee treatment / prison conditions,0,,1,change to criminal code; comply with human rights law; other,1,general recommendation; more legal aid; respect due process; more legal training; change judge codes of conduct,1,general recommendation; establish independent human rights bodies; ratify human rights treaties; other; protect rights defenders / freedom of expression,0,,1,address gender discrimination; address sexual violence,"Memorialization - shut down all sites that were used as illegal centers for the deprivation of liberty and declare them national spaces of memory. dismantle public monuments and remove names of public institutions dedicated to people responsible for human rights violations, implement names of victims, and create national human rights commemorative dates. Education - introducing history of conflict in curriculum: including modifying the texts introduced in public and private education to include human rights violations and the truth about Ecuadorian history scholarships for victims and relatives of victims, specific job training programs for economic inclusion of the relatives of victims (especially spouses), gender equality in education, promote learning about human rights and memory spaces in curriculum First and foremost, offer an apology to victims and demand that the head of the Armed Forces, Police, and Council of the Judiciary accept their responsibility, request that the media employ dissemination strategies to propagate the conclusions and recommendations of the CVII, request that other countries, such as the US, declassify documents about human rights abuses in Ecuador, facilitate the return of Ecuadorians who went into political exile, integrate national and federal healthcare policy and provide victim-specific healthcare training, incorporate development programs that promote socioeconomic inclusion in order to cut off the causes of human rights abuses and address minority rights, indigenous inclusion",No,2025-12-16
