tables,section,order,col_name,definition,source_abr,year_first,year_last
tjet_cy,,,access_upp95,upper limit of 95% confidence interval for access_mean,TJET,,
tjet_cy,,,access_rank,annual global ranking of access_mean,TJET,,
tjet_cy,,,icc_sp,"state party to Rome Statute, binary",TJET,,
tjet_cy,,,icc_sp_region,"number of states party to Rome Statute in region (Africa, Asia, Europe, Americas, Oceania) ",TJET,,
tjet_cy,,,fair_postautocratic_trials,"binary for whether human rights organizations reported that trials were fair after democratic transition, carried forward until change",TJET,,
tjet_cy,,,coups,number of successful coups,Powell & Thyne,,
tjet_cy,,,attempted_coups,number of coup attempts,Powell & Thyne,,
tjet_cy,,,leaders_n,number of consecutive effective political rulers,Archigos,,
tjet_cy,,,irregentry,"irregular ruler entry, binary",Archigos,,
tjet_cy,,,ruler_exit,"ruler exit, binary",Archigos,,
tjet_cy,,,irregexit,"irregular ruler exit, binary",Archigos,,
tjet_cy,,,removed,ruler was removed,Archigos,,
tjet_cy,,,removed_for,ruler was removed with foreign contribution,Archigos,,
tjet_cy,,,postdemise,"previous ruler met demise during year following exit (death, suicide, imprisonment or exile); this was lagged one year in order to match Archigos timeline  ",Archigos,,
tjet_cy,,,ruler_days,"number of days ruler has ruled at the end of the year or at the end of his/her rule, if earlier than Dec 31; for country-years with more than one ruler change this variable only covers the rulers at the beginning and the end of the year, and not those whose rule started and ended in the same year",Archigos,,
tjet_cy,,,lead_startdate_beg,start date of the ruler in power at the beginning of the year (can be used to code duration variables),Archigos,,
tjet_cy,,,lead_enddate_beg,end date of the ruler in power at the beginning of the year (can be used to code duration variables),Archigos,,
tjet_cy,,,lead_startdate_end,start date of the ruler in power at the end of the year (can be used to code duration variables),Archigos,,
tjet_cy,,,lead_enddate_end,end date of the ruler in power at the end of the year (can be used to code duration variables),Archigos,,
tjet_cy,,,lead_yrborn_beg,birth year of the ruler in power at the beginning of the year (can be used to code age variables),Archigos,,
tjet_cy,,,lead_yrdied_beg,year of death of the ruler in power at the beginning of the year (can be used to code time to death variables),Archigos,,
tjet_cy,,,lead_yrborn_end,birth year of the ruler in power at the end of the year (can be used to code age variables),Archigos,,
tjet_cy,,,lead_yrdied_end,year of death of the ruler in power at the end of the year (can be used to code time to death variables),Archigos,,
tjet_cy,,,latent_gdp_mean_log,latent estimate of logged GDP,Fariss et al,,
tjet_cy,,,latent_gdp_mean,latent estimate of GDP,Fariss et al,,
tjet_cy,,,latent_gdp_sd_log,"latent estimate of logged GDP, standard deviation",Fariss et al,,
tjet_cy,,,latent_gdp_sd,"latent estimate of GDP, standard deviation",Fariss et al,,
tjet_cy,,,latent_gdp_wdi_mean,latent estimate of WDI GDP,Fariss et al,,
tjet_cy,,,latent_gdp_wdi_mean_log,latent estimate of logged WDI GDP,Fariss et al,,
tjet_cy,,,latent_gdp_wdi_sd,"latent estimate of WDI GDP, standard deviation",Fariss et al,,
tjet_cy,,,latent_gdp_wdi_sd_log,"latent estimate of logged WDI GDP, standard deviation",Fariss et al,,
tjet_cy,,,latent_gdppc_mean_log,latent estimate of logged GDP per capita,Fariss et al,,
tjet_cy,,,latent_gdppc_mean,latent estimate of GDP per capita,Fariss et al,,
tjet_cy,,,latent_gdppc_sd_log,"latent estimate of logged GDP per capita, standard deviation",Fariss et al,,
tjet_cy,,,latent_gdppc_sd,"latent estimate of GDP per capita, standard deviation",Fariss et al,,
tjet_cy,,,latent_gdppc_wdi_mean,latent estimate of WDI GDP per capita,Fariss et al,,
tjet_cy,,,latent_gdppc_wdi_mean_log,latent estimate of logged WDI GDP per capita,Fariss et al,,
tjet_cy,,,latent_gdppc_wdi_sd,"latent estimate of WDI GDP per capita, standard deviation",Fariss et al,,
tjet_cy,,,latent_gdppc_wdi_sd_log,"latent estimate of logged WDI GDP per capita, standard deviation",Fariss et al,,
tjet_cy,,,latent_pop_mean_log,latent estimate of logged population size,Fariss et al,,
tjet_cy,,,latent_pop_mean,latent estimate of population size,Fariss et al,,
tjet_cy,,,latent_pop_sd_log,"latent estimate of logged population size, standard deviation",Fariss et al,,
tjet_cy,,,latent_pop_sd,"latent estimate of population size, standard deviation",Fariss et al,,
tjet_cy,,,latent_pop_wdi_mean,latent estimate of WDI population size,Fariss et al,,
tjet_cy,,,latent_pop_wdi_mean_log,latent estimate of logged WDI population size,Fariss et al,,
tjet_cy,,,latent_pop_wdi_sd,"latent estimate of WDI population size, standard deviation",Fariss et al,,
tjet_cy,,,latent_pop_wdi_sd_log,"latent estimate of logged WDI population size, standard deviation",Fariss et al,,
tjet_cy,,,gdp_const_wdi,"GDP, constant USD",WDI,,
tjet_cy,,,gdp_growth_wdi,GDP growth,WDI,,
tjet_cy,,,gdppc_const_wdi,"GDP per capita, constant USD",WDI,,
tjet_cy,,,gdppc_ppp_wdi,"GDP per capita, purchasing power parity",WDI,,
tjet_cy,,,gdppc_growth_wdi,"GDP per capita growth, constant USD",WDI,,
tjet_cy,,,pop_wdi,population size,WDI,,
tjet_cy,,,pop_male_wdi,"population size, male",WDI,,
tjet_cy,,,pop_fem_wdi,"population size, female",WDI,,
tjet_cy,,,pop_density_wdi,population density,WDI,,
tjet_cy,,,land_area_sqkm_wdi,"country land area, square kilometers",WDI,,
tjet_cy,,,gini_wdi,GINI,WDI,,
tjet_cy,,,aidall_const_wdi,Net official development assistance and official aid received (constant USD),WDI,,
tjet_cy,,,fuel_exports_wdi,Fuel exports (% of merchandise exports),WDI,,
tjet_cy,,,mineral_rents_wdi,Mineral rents (% of GDP),WDI,,
tjet_cy,,,mineral_rents_pc,Mineral rents per capita,WDI & Fariss et al,,
tjet_cy,,,natgas_rents_wdi,Natural gas rents (% of GDP),WDI,,
tjet_cy,,,natgas_rents_pc,Natural gas rents per capita,WDI & Fariss et al,,
tjet_cy,,,oil_rents_wdi,Oil rents (% of GDP),WDI,,
tjet_cy,,,oil_rents_pc,Oil rents per capita,WDI & Fariss et al,,
tjet_cy,,,resource_rents_wdi,Total natural resources rents (% of GDP),WDI,,
tjet_cy,,,resource_rents_pc,Total natural resources rents per capita,WDI & Fariss et al,,
tjet_cy,,,pop_pwt,population size,PWT,,
tjet_cy,,,rgdpna_pwt,"Real GDP using national-accounts growth rates, for studies comparing (output-based) growth rates across countries",PWT,,
tjet_cy,,,rgdpe_pwt,"Expenditure-side real GDP at chained PPPs, to compare relative living standards across countries over time",PWT,,
tjet_cy,,,rgdpo_pwt,"Output-side real GDP at chained PPPs, to compare relative productive capacity across countries over time",PWT,,
tjet_cy,,,growth_rgdpe_pwt,Expenditure-side GDP growth,PWT,,
tjet_cy,,,gini_disp,"estimated GINI, household disposable income (post-tax, post-trasnfer), mean",SWIID,,
tjet_cy,,,gini_disp_se,"estimated GINI, household disposable income (post-tax, post-trasnfer), standard error",SWIID,,
tjet_cy,,,gini_mkt,"estimated GINI, household market income (pre-tax, pre-trasnfer), mean",SWIID,,
tjet_cy,,,gini_mkt_se,"estimated GINI, household market income (pre-tax, pre-trasnfer), standard error",SWIID,,
tjet_cy,,,latent_capacity,latent state capacity measure,Hanson & Sigman,1960,2015
tjet_cy,,,latent_capacity_sd,"latent state capacity measure, standard deviation",Hanson & Sigman,1960,2015
tjet_cy,,,ape1_rpc,Absolute Political Extraction (Model 1),RPC,1960,2018
tjet_cy,,,ape1n_rpc,Absolute Political Extraction (Model 2 with the adjusted non-resource taxes),RPC,1960,2018
tjet_cy,,,rpe_agri_rpc,Relative Political Extraction (Model 3),RPC,1960,2018
tjet_cy,,,rpe_gdp_rpc,Relative Political Extraction (Model 4),RPC,1960,2018
tjet_cy,,,rpe_gdp_nonres_rpc,Relative Political Extraction (Model 5 with the adjusted non-resource taxes),RPC,1960,2018
tjet_cy,,,rpr_work_rpc,Relative Political Reach (Model 6),RPC,1960,2018
tjet_cy,,,rpr_eap_rpc,Relative Political Reach (Model 7),RPC,1960,2018
tjet_cy,,,rpa_full_rpc,Relative Political Allocation (Model 8),RPC,1960,2018
tjet_cy,,,rpa_sub_rpc,Relative Political Allocation (Model 8 with income partitions),RPC,1960,2018
tjet_accused.csv,,1,accusedID,TJET Accused ID,TJET,1970,2020
tjet_accused.csv,,2,trialID,TJET Trial ID,TJET,1970,2020
tjet_accused.csv,,,invalid,"invalid observation, binary",TJET,1970,2020
tjet_accused.csv,,3,name,name of the accused,TJET,1970,2020
tjet_accused.csv,,4,position_desc,"description of the accused (position rank, title, role, etc)",TJET,1970,2020
tjet_accused.csv,,5,position_desc_fr,description of the accused (French),TJET,1970,2020
tjet_accused.csv,,6,accusedNotes,notes on the accused,TJET,1970,2020
tjet_accused.csv,,7,ethnicityAccused,ethnicity of accused,TJET,1970,2020
tjet_accused.csv,,8,stateAgent,Was the accused a state agent?,TJET,1970,2020
tjet_accused.csv,,9,currentStateAgent,Is this individual currently a state agent? (within the last year of coding),TJET,1970,2020
tjet_accused.csv,,10,membership,state membership: in what capacity did the state agent act?,TJET,1970,2020
tjet_accused.csv,,11,opposedToGovernment,Was this person opposed to the government? ,TJET,1970,2020
tjet_accused.csv,,12,oppositionType,opposition type,TJET,1970,2020
tjet_accused.csv,,13,highRank,Was this a high-ranking individual?,TJET,1970,2020
tjet_accused.csv,,14,headOfState,Was this individual the head of state at the time of the crime?,TJET,1970,2020
tjet_accused.csv,,15,prosecutorType,prosecutor type,TJET,1970,2020
tjet_accused.csv,,16,charges,charges description,TJET,1970,2020
tjet_accused.csv,,17,chargesUnknown,charges: none reported,TJET,1970,2020
tjet_accused.csv,,18,atrocity,charges: atrocity,TJET,1970,2020
tjet_accused.csv,,19,murderKilling,charges: murder or killing,TJET,1970,2020
tjet_accused.csv,,20,torture,charges: torture,TJET,1970,2020
tjet_accused.csv,,21,illegalImprisonment,charges: illegal imprisonment,TJET,1970,2020
tjet_accused.csv,,22,disappearance,charges: disappearance,TJET,1970,2020
tjet_accused.csv,,23,chargesOther,charges: other,TJET,1970,2020
tjet_accused.csv,,24,unknown,preliminary trial process: none reported,TJET,1970,2020
tjet_accused.csv,,25,indictments,preliminary trial process: indictments,TJET,1970,2020
tjet_accused.csv,,26,arrests,preliminary trial process: arrests,TJET,1970,2020
tjet_accused.csv,,27,extradition,preliminary trial process: extradition,TJET,1970,2020
tjet_accused.csv,,28,extraditionCountry,country from which extradition was sought,TJET,1970,2020
tjet_accused.csv,,29,detention,preliminary trial process: detention,TJET,1970,2020
tjet_accused.csv,,30,other,preliminary trial process: other,TJET,1970,2020
tjet_accused.csv,,31,statuteAmnestyCircumvented,statute or amnesty circumvented,TJET,1970,2020
tjet_accused.csv,,32,laterPardonedAmnestied,Was this person later pardoned or amnestied?,TJET,1970,2020
tjet_accused.csv,,33,trialRelevantInfo,other relevant information about the trial,TJET,1970,2020
tjet_accused.csv,,34,certainty,How much certainty did coders have in coding this accused? ,TJET,1970,2020
tjet_accused.csv,,,sources,coding sources (besides State Department Country Human Rights Reports),TJET,1970,2020
tjet_accused.csv,,36,SGBV,charges: sexual or gender-based violence,TJET,1970,2020
tjet_accused.csv,,37,rape,charges: rape,TJET,1970,2020
tjet_accused.csv,,38,sexualViolence,charges: sexual violence (other than rape),TJET,1970,2020
tjet_accused.csv,,39,RSV,charges: rape or sexual violence,TJET,1970,2020
tjet_accused.csv,,40,otherSGBV,other SGBV,TJET,1970,2020
tjet_accused.csv,,41,maleVictim,SGBV: male victim,TJET,1970,2020
tjet_accused.csv,,42,childVictim,SGBV: child victim,TJET,1970,2020
tjet_accused.csv,,43,LGBTQvictim,SGBV: LGBTQ victim,TJET,1970,2020
tjet_accused.csv,,44,ICC_referral,year in which country situation was referred to the ICC,TJET,1970,2020
tjet_accused.csv,,45,ICC_prelim_exam,year in which preliminary ICC examination began,TJET,1970,2020
tjet_accused.csv,,46,ICC_investigation,year in which ICC investigation began,TJET,1970,2020
tjet_accused.csv,,47,ICC_arrest_warrant,year in which ICC arrest warrant was issued,TJET,1970,2020
tjet_accused.csv,,48,ICC_arrestAppear,year of court appearance of accused,TJET,1970,2020
tjet_accused.csv,,49,ICC_confirm_charges,year in which ICC trial chamber confirmed charges,TJET,1970,2020
tjet_accused.csv,,50,ICC_proceedings,year in which ICC proceedings began,TJET,1970,2020
tjet_accused.csv,,51,ICC_atLarge,accused with ICC arrest warrant is at large,TJET,1970,2020
tjet_accused.csv,,52,ICC_withdrawnDismissed,year in which ICC charges were dismissed or withdrawn,TJET,1970,2020
tjet_accused.csv,,53,everGuilty,Was the accused ever convicted in this trial?,TJET,1970,2020
tjet_accused.csv,,54,firstGuiltyYear,year in which the accused was first found guilty,TJET,1970,2020
tjet_accused.csv,,55,lastGuilty,Was the accused found guilty in the last verdict of the proceedings?,TJET,1970,2020
tjet_accused.csv,,56,lastGuiltyYear,year of last guilty verdict,TJET,1970,2020
tjet_accused.csv,,57,lastVerdict,final verdict in the proceedings for the accused,TJET,1970,2020
tjet_accused.csv,,58,lastVerdictYear,year of final verdict,TJET,1970,2020
tjet_accused.csv,,59,lastSentencingTime,detention time of last sentencing verdict for the accused,TJET,1970,2020
tjet_accused.csv,,60,lastSentencingArrangement,sentencing arrangement of the last verdict,TJET,1970,2020
tjet_accused.csv,,61,tjet_version,TJET database version: date on which data was extracted from the database,TJET,1970,2020
tjet_accused.csv,,,genocide,charges: genocide,TJET,1970,2020
tjet_accused.csv,,,ongoing,trial is ongoing for the accused at time of coding,TJET,1970,2020
tjet_amnesties.csv,,1,amnestyID,TJET Amnesty ID,TJET,1970,2020
tjet_amnesties.csv,,,invalid,"invalid observation, binary",TJET,1970,2020
tjet_amnesties.csv,,2,country,country name,TJET,1970,2020
tjet_amnesties.csv,,3,ccode_cow,COW numeric country code,TJET,1970,2020
tjet_amnesties.csv,,4,amnestyYear,year the amnesty was passed or announced,TJET,1970,2020
tjet_amnesties.csv,,5,yearOngoing,last known year when amnesty still applies,TJET,1970,2020
tjet_amnesties.csv,,6,mechanismDescription,name and/or description of the amnesty,TJET,1970,2020
tjet_amnesties.csv,,7,mechanismDescription_fr,name and/or description of the amnesty (French),TJET,1970,2020
tjet_amnesties.csv,,8,amnestyName,official name of amnesty law or proclamation,TJET,1970,2020
tjet_amnesties.csv,,9,start_date,date of amnesty passage,TJET,1970,2020
tjet_amnesties.csv,,10,enactedHow,How was the amnesty enacted?,TJET,1970,2020
tjet_amnesties.csv,,11,narrative,explanation of the amnesty law,TJET,1970,2020
tjet_amnesties.csv,,12,whoWasAmnestied,Which actors were amnestied?,TJET,1970,2020
tjet_amnesties.csv,,13,stateAgents,Which state agents were offered amnesty?,TJET,1970,2020
tjet_amnesties.csv,,14,oppRank,Which members of the armed opposition were offered amnesty?,TJET,1970,2020
tjet_amnesties.csv,,15,selfAmnesty,Could this be considered a self-amnesty?,TJET,1970,2020
tjet_amnesties.csv,,16,qualifyingProcess,What actions did subjects have to take to qualify for amnesty?,TJET,1970,2020
tjet_amnesties.csv,,17,whatCrimes,What crimes were amnestied?,TJET,1970,2020
tjet_amnesties.csv,,18,blanket,Could this be considered a blanket amnesty?,TJET,1970,2020
tjet_amnesties.csv,,19,hrCrimes,How did this amnesty relate to human rights?,TJET,1970,2020
tjet_amnesties.csv,,20,SGBV,Did the amnesty cover sexual or gender-based violence?,TJET,1970,2020
tjet_amnesties.csv,,21,startedDemocraticTransitionBefore,Did this country start a democratic transition at some point before or immediately after this amnesty?,TJET,1970,2020
tjet_amnesties.csv,,22,fitsPostAutocraticTJ,Did this case fit the definition of post-autocratic amnesty?,TJET,1970,2020
tjet_amnesties.csv,,23,startedIntraConflbefore,Did this country start an intra-state conflict at some point before this amnesty?,TJET,1970,2020
tjet_amnesties.csv,,24,fitsConflictTJ,Did this case fit the definition of a conflict amnesty?,TJET,1970,2020
tjet_amnesties.csv,,25,ucdpConflictID,UCDP Conflict ID,TJET,1970,2020
tjet_amnesties.csv,,26,ucdpDyadID,UCDP Dyad ID,TJET,1970,2020
tjet_amnesties.csv,,27,dcj,Was this amnesty passed during the intra-state conflict?,TJET,1970,2020
tjet_amnesties.csv,,28,pcj,Was this amnesty passed after the intra-state conflict?,TJET,1970,2020
tjet_amnesties.csv,,29,peaceSettlement,Was the amnesty part of a peace settlement?,TJET,1970,2020
tjet_amnesties.csv,,30,mediation,Was the peace settlement mediated?,TJET,1970,2020
tjet_amnesties.csv,,31,tjet_version,TJET database version: date on which data was extracted from the database,TJET,1970,2020
tjet_amnesties.csv,,,otherExplain,Which other actors were amnestied?,TJET,1970,2020
tjet_amnesties.csv,,,sourceInformation,"coding sources (besides Mallinder, TJDB, and PAX)",TJET,1970,2020
tjet_amnesties.csv,,,sourceNotes,coding sources notes,TJET,1970,2020
tjet_courtlevels.csv,,1,CLID,TJET court level record ID,TJET,1970,2020
tjet_courtlevels.csv,,2,accusedID,TJET Accused ID,TJET,1970,2020
tjet_courtlevels.csv,,3,courtLevel,court level at which outcome occurred,TJET,1970,2020
tjet_courtlevels.csv,,4,courtName,name of the court at which outcome occurred,TJET,1970,2020
tjet_courtlevels.csv,,5,year,year,TJET,1970,2020
tjet_courtlevels.csv,,6,month,month,TJET,1970,2020
tjet_courtlevels.csv,,7,day,day of month,TJET,1970,2020
tjet_courtlevels.csv,,8,date,date of court level event,TJET,1970,2020
tjet_courtlevels.csv,,9,last_fx,Was this the last relevant trial event of these proceedings for the purpose of identifying outcomes/rulings? ,TJET,1970,2020
tjet_courtlevels.csv,,10,verdict,verdict or trial outcome,TJET,1970,2020
tjet_courtlevels.csv,,11,guilty,Was it a guilty verdict?,TJET,1970,2020
tjet_courtlevels.csv,,12,sentence,sentence of the verdict,TJET,1970,2020
tjet_courtlevels.csv,,13,sentencingTime,sentencing time,TJET,1970,2020
tjet_courtlevels.csv,,14,sentencingArrangement,sentencing arrangement,TJET,1970,2020
tjet_courtlevels.csv,,15,sentenceNotes,sentencing notes,TJET,1970,2020
tjet_courtlevels.csv,,16,tjet_version,TJET database version: date on which data was extracted from the database,TJET,1970,2020
tjet_icc_accused.csv,,1,accusedID,TJET Accused ID,TJET,1970,2020
tjet_icc_accused.csv,,2,trialID,TJET Trial ID,TJET,1970,2020
tjet_icc_accused.csv,,3,country,country of accused,TJET,1970,2020
tjet_icc_accused.csv,,4,ccode_Accused,COW numeric country code of country of the accused,TJET,1970,2020
tjet_icc_accused.csv,,5,name,name of the accused,TJET,1970,2020
tjet_icc_accused.csv,,6,position_desc,"description of the accused (position rank, title, role, etc)",TJET,1970,2020
tjet_icc_accused.csv,,7,position_desc_fr,description of the accused (French),TJET,1970,2020
tjet_icc_accused.csv,,8,ICC_arrest_warrant,year in which ICC arrest warrant was issued,TJET,1970,2020
tjet_icc_accused.csv,,9,ICC_arrestAppear,year of court appearance of accused,TJET,1970,2020
tjet_icc_accused.csv,,10,ICC_confirm_charges,year in which ICC trial chamber confirmed charges,TJET,1970,2020
tjet_icc_accused.csv,,11,ICC_proceedings,year in which ICC proceedings began,TJET,1970,2020
tjet_icc_accused.csv,,12,ICC_withdrawnDismissed,year in which ICC charges were dismissed or withdrawn,TJET,1970,2020
tjet_icc_accused.csv,,13,tjet_version,TJET database version: date on which data was extracted from the database,TJET,1970,2020
tjet_icc_interventions.csv,,,country,country name,TJET,1970,2020
tjet_icc_interventions.csv,,2,ccode_cow,COW numeric country code,TJET,1970,2020
tjet_icc_interventions.csv,,3,ICC_referral,year in which country situation was referred to the ICC,TJET,1970,2020
tjet_icc_interventions.csv,,,referral_month,month in which country situation was referred to the ICC,TJET,1970,2020
tjet_icc_interventions.csv,,5,ICC_prelim_exam,year in which preliminary ICC examination began,TJET,1970,2020
tjet_icc_interventions.csv,,,prelim_month,month in which preliminary ICC examination began,TJET,1970,2020
tjet_icc_interventions.csv,,7,ICC_prelimEnd,year in which preliminary ICC examination ended,TJET,1970,2020
tjet_icc_interventions.csv,,,prelim_end_month,month in which preliminary ICC examination ended,TJET,1970,2020
tjet_icc_interventions.csv,,9,ICC_investigation,year in which ICC investigation began,TJET,1970,2020
tjet_icc_interventions.csv,,,investigation_month,month in which ICC investigation began,TJET,1970,2020
tjet_icc_interventions.csv,,11,tjet_version,TJET database version: date on which data was extracted from the database,TJET,1970,2020
tjet_reparations.csv,,1,reparationID,TJET Reparation ID,TJET,1970,2020
tjet_reparations.csv,,,invalid,"invalid observation, binary",TJET,1970,2020
tjet_reparations.csv,,2,country,country name,TJET,1970,2020
tjet_reparations.csv,,3,ccode_cow,COW numeric country code,TJET,1970,2020
tjet_reparations.csv,,4,officialName,name or description of the reparations policy,TJET,1970,2020
tjet_reparations.csv,,5,officialName_en,name or description of the reparations policy (English),TJET,1970,2020
tjet_reparations.csv,,6,officialName_en_fr,name or description of the reparations policy (French translation),TJET,1970,2020
tjet_reparations.csv,,7,timeframeCovered,What timeframe does the policy cover? ,TJET,1970,2020
tjet_reparations.csv,,8,narrative,narrative description of the reparations policy,TJET,1970,2020
tjet_reparations.csv,,9,legalBasis,legal basis of the reparations policy,TJET,1970,2020
tjet_reparations.csv,,10,legalInternationalBody,Which international body initiated the reparations policy?,TJET,1970,2020
tjet_reparations.csv,,11,legalBranches,Which branch(es) of government recommended or initiated the reparations policy? ,TJET,1970,2020
tjet_reparations.csv,,12,subnational,Was the reparations policy created by a subnational government? ,TJET,1970,2020
tjet_reparations.csv,,13,yearCreated,year the reparation policy was created,TJET,1970,2020
tjet_reparations.csv,,14,dateCreated,date the policy was created,TJET,1970,2020
tjet_reparations.csv,,15,yearBegin,year the policy began operating,TJET,1970,2020
tjet_reparations.csv,,16,dateBegin,date the policy began operating,TJET,1970,2020
tjet_reparations.csv,,17,yearEnd,year the policy ended,TJET,1970,2020
tjet_reparations.csv,,18,dateEnd,date the policy ended,TJET,1970,2020
tjet_reparations.csv,,19,yearEndAnticipated,year the policy is anticipated to end,TJET,1970,2020
tjet_reparations.csv,,20,statedAims,What are the stated goals or aims of the policy?,TJET,1970,2020
tjet_reparations.csv,,21,policyURL,policy URL,TJET,1970,2020
tjet_reparations.csv,,,basicsSources,coding sources on policy basics,TJET,1970,2020
tjet_reparations.csv,,23,democraticTransitionStarted,Did this country start a democratic transition at some point before the reparations policy was enacted?,TJET,1970,2020
tjet_reparations.csv,,24,fitsPostAutocraticTJ,Did this case fit the definition of transitional human rights reparation?,TJET,1970,2020
tjet_reparations.csv,,25,startedIntraConfl,Did this country start an intra-state conflict at some point before the reparations policy was enacted?,TJET,1970,2020
tjet_reparations.csv,,26,fitsConflictTJ,Did this case fit the definition of conflict reparation?,TJET,1970,2020
tjet_reparations.csv,,27,ucdpConflictID,UCDP conflict ID,TJET,1970,2020
tjet_reparations.csv,,28,reparationConflictDuring,Was the reparations policy enacted during the conflict?,TJET,1970,2020
tjet_reparations.csv,,29,reparationConflictAfter,Was the reparations policy enacted after the conflict?,TJET,1970,2020
tjet_reparations.csv,,,nexusSources,coding sources on policy nexus,TJET,1970,2020
tjet_reparations.csv,,31,beneficiariesIdentified,How does the policy recognize potential beneficiaries?,TJET,1970,2020
tjet_reparations.csv,,32,beneficiariesCount,Approximately how many potential beneficiaries were recognized by any of the above means?,TJET,1970,2020
tjet_reparations.csv,,33,requirementsRegistration,"Are there requirements to register to receive payments? Examples: citizenship, residency, identification, payment of a fee, proof of crime, witnesses, etc. ",TJET,1970,2020
tjet_reparations.csv,,34,responsibleDepartment,Was there a department or unit responsible for administering reparations?,TJET,1970,2020
tjet_reparations.csv,,35,departmentName,What is the responsible department called?,TJET,1970,2020
tjet_reparations.csv,,36,departmentStaff,Did the responsible department have staff?,TJET,1970,2020
tjet_reparations.csv,,37,staffCount,How many staff members does the responsible department have (if known)?,TJET,1970,2020
tjet_reparations.csv,,38,funding,What is the primary funding source for the reparations?,TJET,1970,2020
tjet_reparations.csv,,,operationSources,coding sources on policy operation,TJET,1970,2020
tjet_reparations.csv,,40,harmsMurder,"violations covered: Murder, homicide, massacres, or other deprivation of life",TJET,1970,2020
tjet_reparations.csv,,41,harmsTorture,violations covered: torture,TJET,1970,2020
tjet_reparations.csv,,42,harmsDetention,violations covered: arbitrary arrest and detention,TJET,1970,2020
tjet_reparations.csv,,43,harmsDisappearance,violations covered: kidnapping and enforced disappearance,TJET,1970,2020
tjet_reparations.csv,,44,harmsChildRecruitment,violations covered: forced recruitment or conscription of children in armed conflict,TJET,1970,2020
tjet_reparations.csv,,45,harmsDisplacement,violations covered: displacement,TJET,1970,2020
tjet_reparations.csv,,46,harmsSexualViolence,violations covered: sexual violence,TJET,1970,2020
tjet_reparations.csv,,47,sexualViolenceType,types of sexual violence covered,TJET,1970,2020
tjet_reparations.csv,,48,harmsOther,violations covered: other,TJET,1970,2020
tjet_reparations.csv,,49,genderCrimes,"Did the policy include reparations for gender-based crimes, other than the sexual violence crimes listed under sexualViolenceType? ",TJET,1970,2020
tjet_reparations.csv,,50,genderWomen,Did the policy include reparations for gender-based crimes against women and girls? ,TJET,1970,2020
tjet_reparations.csv,,51,genderMen,Did the policy reparations for gender-based crimes against men and boys?,TJET,1970,2020
tjet_reparations.csv,,52,lgbtqCrimes,"Did the policy include reparations for crimes against sexual and gender minorities (lesbian, gay, bisexual, transgender, queer, etc.)? ",TJET,1970,2020
tjet_reparations.csv,,53,genderAttentive,Was the policy gender attentive?,TJET,1970,2020
tjet_reparations.csv,,54,typeInjury,What types of injury does the reparations policy cover? ,TJET,1970,2020
tjet_reparations.csv,,55,individualReparations,Did the policy offer individual reparations?,TJET,1970,2020
tjet_reparations.csv,,56,individualReparationsForm,Which forms of individual reparations does the policy offer?,TJET,1970,2020
tjet_reparations.csv,,57,individualReparationsEligible,Which individuals are eligible to receive reparations under the policy? ,TJET,1970,2020
tjet_reparations.csv,,58,collectiveReparations,Did the policy offer collective or community reparations?,TJET,1970,2020
tjet_reparations.csv,,59,collectiveReparationsForm,Which forms of collective or community reparations does the policy offer? ,TJET,1970,2020
tjet_reparations.csv,,60,collectiveReparationsEligibility,Which types of communities are eligible to receive collective or community reparations under the policy? ,TJET,1970,2020
tjet_reparations.csv,,61,diffAmount,Did the policy award different types or amounts of reparations to victims based on either the type of victim or the type of harm? ,TJET,1970,2020
tjet_reparations.csv,,62,foreclose,Did the acceptance of reparations benefits foreclose victims from resorting to the justice system for criminal prosecution and/or civil damages?,TJET,1970,2020
tjet_reparations.csv,,,policySources,coding sources on policy details,TJET,1970,2020
tjet_reparations.csv,,63,outreach,Did the policy include a plan for outreach activities?,TJET,1970,2020
tjet_reparations.csv,,64,accessibility,Did the reparations program have any of the following accessibility / inclusivity provisions?,TJET,1970,2020
tjet_reparations.csv,,65,rep_paid,Did the reparations policy actually pay out?,TJET,1970,2020
tjet_reparations.csv,,66,individualsRepaired,How many individuals have been repaired under the policy? (text),TJET,1970,2020
tjet_reparations.csv,,67,individualsRepairedEstimate,How many individuals have been repaired under the policy? (numeric),TJET,1970,2020
tjet_reparations.csv,,68,costEstimate,What is the estimated total cost of the reparations awarded? ,TJET,1970,2020
tjet_reparations.csv,,69,alteration,"Was the policy ever altered, either by legislation or court interpretation, to change the eligibility requirements for receiving reparations (e.g., timeframe, type of violation)?",TJET,1970,2020
tjet_reparations.csv,,70,alterationName,What is the name of the legislation or court ruling altering the policy?,TJET,1970,2020
tjet_reparations.csv,,71,alterationYear,What year did the alteration occur? (see alterationName),TJET,1970,2020
tjet_reparations.csv,,72,alterationEffect,What was the effect of the policy alteration? (see alterationName),TJET,1970,2020
tjet_reparations.csv,,,implementationSources,coding sources on policy implementation,TJET,1970,2020
tjet_reparations.csv,,74,tjet_version,TJET database version: date on which data was extracted from the database,TJET,1970,2020
tjet_tcs.csv,,1,truthcommissionID,TJET Truth Commission ID,TJET,1970,2020
tjet_tcs.csv,,,invalid,"invalid observation, binary",TJET,1970,2020
tjet_tcs.csv,,2,country,country name,TJET,1970,2020
tjet_tcs.csv,,3,ccode_cow,COW numeric country code,TJET,1970,2020
